,Date,Shift,Furnace_ID,Furnace_Type,Batch_Type,Production_Output (tons),Energy_Consumption (kWh),Furnace_Temperature (°C),Annealing_Time (hrs),Downtime (hrs),Ambient_Temperature (°C),Recycled_Content (%),Energy_Rating,Maintenance_Flag,Fuel_Type,Glass_Thickness (mm),Production_Target (tons),Defects_Percentage (%),Melting_Time (hrs),Cooling_Energy (kWh)
427,18-01-2023 19.00,Afternoon,Furnace_8,Electric,Soda-lime,49.57,2708.4,1667.3,3.22,2.02,31.7,80.0,C,No,Natural Gas,8.69,176.06,3.89,20.4,439.91
428,18-01-2023 20.00,Night,Furnace_5,Hybrid,Borosilicate,46.59,1065.0,1520.3,2.06,2.615,24.7,43.0,B,No,Natural Gas,7.98,1400.6,4.84,15.3,550.9
429,18-01-2023 21.00,Afternoon,Furnace_6,Hybrid,Soda-lime,116.79,3221.78,1510.7,3.64,1.34,30.0,5.0,C,Yes,Electricity,2.54,42.99,3.05,16.2,883.0
430,18-01-2023 22.00,Morning,Furnace_4,Gas,Lead,182.38,870.64,1595.3,1.12,3.29,19.1,61.0,B,No,Natural Gas,3.79,116.245,3.82,23.8,914.55
431,18-01-2023 23.00,Morning,Furnace_3,Electric,Soda-lime,82.78,2373.26,1629.4,1.48,0.82,36.6,18.0,C,No,Electricity,7.62,169.75,6.51,17.9,309.62
432,19-01-2023 0.00,Morning,Furnace_9,Gas,Borosilicate,50.87,4138.52,1448.0,2.13,2.52,19.7,71.0,B,Yes,Natural Gas,13.64,90.41,0.38,19.5,202.68
433,19-01-2023 1.00,Afternoon,Furnace_7,Gas,Soda-lime,199.0,2548.65,1425.1,3.7,0.43,15.5,14.0,B,No,Electricity,22.1,130.73,6.04,13.6,877.67
434,19-01-2023 2.00,Night,Furnace_8,Hybrid,Soda-lime,166.37,1880.5,1659.1,1.17,0.0,17.0,43.0,A,No,Natural Gas,4.59,116.245,3.21,14.2,238.88
435,19-01-2023 3.00,Afternoon,Furnace_10,Electric,Borosilicate,186.44,4876.86,1612.2,0.74,4.78,36.5,68.0,B,Yes,Natural Gas,8.42,134.92,1.75,8.8,544.15
436,19-01-2023 4.00,Afternoon,Furnace_2,Hybrid,Lead,186.95,1065.24,1444.5,2.88,2.44,25.5,17.0,C,Yes,Electricity,6.54,116.245,6.05,16.5,529.62
437,19-01-2023 5.00,Morning,Furnace_8,Electric,Soda-lime,30.29,1601.59,1633.1,1.58,3.6,23.9,7.0,B,Yes,Electricity,5.71,65.79,6.94,20.6,609.96
438,19-01-2023 6.00,Morning,Furnace_4,Electric,Borosilicate,170.11,2375.34,1625.4,1.45,1.96,33.2,54.0,B,No,Electricity,4.9,86.18,3.68,16.35,948.87
439,19-01-2023 7.00,Night,Furnace_4,Gas,Lead,113.10499999999999,3507.43,1607.6,17.8,0.42,21.4,390.0,C,No,Natural Gas,11.16,81.49,6.99,9.5,919.25
440,19-01-2023 8.00,Night,Furnace_1,Gas,Lead,113.52,3584.07,1685.3,3.91,3.76,27.5,19.0,A,Yes,Electricity,10.35,183.17,2.37,16.35,763.28
441,19-01-2023 9.00,Afternoon,Furnace_9,Hybrid,Lead,179.1,2433.74,1699.3,2.96,2.615,27.5,46.0,B,No,Electricity,3.8,69.21,2.84,8.6,774.83
442,19-01-2023 10.00,Morning,Furnace_2,Hybrid,Borosilicate,44.01,3029.18,1632.2,3.88,3.15,29.5,51.0,C,No,Electricity,9.49,100.75,2.49,14.4,791.02
443,19-01-2023 11.00,Afternoon,Furnace_10,Gas,Lead,28.81,1423.42,1633.2,3.9,1.38,37.2,78.0,C,Yes,Natural Gas,8.27,116.245,5.06,9.1,539.66
444,19-01-2023 12.00,Morning,Furnace_9,Hybrid,Borosilicate,32.07,2913.91,1489.0,0.69,1.29,34.1,51.0,B,No,Natural Gas,13.46,172.68,7.52,11.3,596.09
445,19-01-2023 13.00,Afternoon,Furnace_7,Gas,Soda-lime,49.57,1465.26,1695.4,1.82,2.51,25.2,33.0,A,No,Electricity,3.05,167.45,8.45,10.1,254.01
446,19-01-2023 14.00,Morning,Furnace_6,Gas,Lead,25.6,1002.03,1411.9,2.6,0.05,16.5,53.0,B,No,Natural Gas,139.1,105.52,0.22,23.1,403.19
447,19-01-2023 15.00,Night,Furnace_3,Electric,Borosilicate,39.49,1701.66,1440.1,2.78,1.95,18.3,59.0,A,No,Electricity,11.8,158.84,22.6,12.1,346.66
448,19-01-2023 16.00,Night,Furnace_10,Hybrid,Soda-lime,113.41,4331.22,1477.7,3.04,3.56,32.4,2.0,A,Yes,Electricity,5.74,88.63,3.75,15.1,639.54
449,19-01-2023 17.00,Night,Furnace_10,Electric,Borosilicate,115.41,1714.05,1529.7,2.26,3.59,21.7,68.0,C,No,Electricity,12.47,147.77,0.95,18.7,502.1
450,19-01-2023 18.00,Night,Furnace_1,Gas,Lead,1784.8,2093.17,1513.5,2.36,2.01,25.5,31.0,A,Yes,Natural Gas,14.22,48.33,0.56,18.4,774.42
451,19-01-2023 19.00,Night,Furnace_5,Gas,Lead,80.07,592.1,1593.7,3.96,0.05,24.3,73.0,A,No,Electricity,4.65,157.16,0.35,13.8,372.39
452,19-01-2023 20.00,Afternoon,Furnace_9,Hybrid,Borosilicate,30.56,1205.02,1686.3,2.15,1.54,37.3,32.0,B,No,Natural Gas,5.47,78.08,4.84,21.6,484.87
453,19-01-2023 21.00,Night,Furnace_4,Electric,Borosilicate,62.17,4464.02,1437.0,2.22,1.81,18.4,50.0,C,No,Electricity,12.25,88.49,8.74,16.8,426.52
454,19-01-2023 22.00,Night,Furnace_2,Electric,Borosilicate,131.87,4031.58,1683.9,3.38,2.23,16.1,36.0,B,No,Natural Gas,6.4,135.54,4.1,8.2,143.14
455,19-01-2023 23.00,Morning,Furnace_6,Electric,Lead,25.9,4196.49,1576.0,3.57,3.04,25.9,68.0,B,No,Natural Gas,13.39,157.76,8.54,18.0,367.44
456,20-01-2023 0.00,Afternoon,Furnace_4,Electric,Lead,77.81,2913.91,1458.9,3.81,2.58,26.4,12.0,A,No,Natural Gas,12.36,116.245,8.69,14.7,284.74
457,20-01-2023 1.00,Afternoon,Furnace_2,Electric,Lead,198.6,618.02,1604.9,1.31,0.22,24.3,23.0,C,No,Natural Gas,7.4,42.75,5.68,8.8,676.82
458,20-01-2023 2.00,Afternoon,Furnace_10,Gas,Borosilicate,1671.4,1531.54,1567.9,2.53,2.24,27.5,5.0,B,Yes,Electricity,11.2,90.8,7.02,10.4,254.3
459,20-01-2023 3.00,Afternoon,Furnace_4,Gas,Borosilicate,181.44,2922.72,1641.1,0.53,1.88,28.4,37.0,A,Yes,Natural Gas,2.75,153.99,1.6,17.7,275.32
460,20-01-2023 4.00,Afternoon,Furnace_5,Gas,Lead,57.84,634.08,1669.1,0.9,2.16,27.5,54.0,A,Yes,Electricity,13.6,102.02,4.84,11.0,952.06
461,20-01-2023 5.00,Morning,Furnace_5,Electric,Lead,106.19,1438.19,1463.9,3.69,4.07,22.5,6.0,C,Yes,Natural Gas,6.57,119.03,6.86,15.5,403.74
462,20-01-2023 6.00,Night,Furnace_5,Hybrid,Borosilicate,110.65,2966.5,1542.9,3.09,2.72,37.0,51.0,A,Yes,Natural Gas,10.08,191.23,1.49,23.4,157.16
463,20-01-2023 7.00,Night,Furnace_7,Electric,Lead,132.37,1422.86,1492.7,3.37,3.55,20.7,0.0,C,Yes,Electricity,6.74,1415.6,4.23,10.2,187.39
464,20-01-2023 8.00,Afternoon,Furnace_6,Hybrid,Lead,70.61,3948.55,1572.1,2.39,4.1,38.6,59.0,C,Yes,Electricity,3.05,123.29,7.42,13.0,346.84
465,20-01-2023 9.00,Afternoon,Furnace_8,Electric,Soda-lime,114.89,3534.22,1687.5,0.71,3.57,35.0,2.0,A,No,Natural Gas,8.91,156.24,4.13,23.3,715.29
466,20-01-2023 10.00,Morning,Furnace_7,Gas,Lead,24.22,645.59,1472.7,3.03,3.61,15.9,9.0,C,No,Electricity,3.37,99.12,3.93,18.4,998.19
467,20-01-2023 11.00,Morning,Furnace_7,Electric,Borosilicate,191.71,2913.91,1590.0,2.78,1.53,39.0,38.0,C,Yes,Electricity,14.54,135.12,4.81,21.2,353.15
468,20-01-2023 12.00,Morning,Furnace_10,Gas,Soda-lime,105.55,510.97,1552.6,0.6,1.17,29.4,39.0,C,Yes,Natural Gas,2.52,145.92,7.23,8.7,558.15
469,20-01-2023 13.00,Afternoon,Furnace_4,Electric,Borosilicate,42.18,2913.91,1460.8,2.63,2.23,16.5,33.0,C,No,Natural Gas,8.69,119.06,7.53,21.4,847.14
470,20-01-2023 14.00,Night,Furnace_7,Hybrid,Borosilicate,35.14,4903.3,1541.3,1.81,0.42,26.0,35.0,A,No,Electricity,9.56,165.02,0.9,21.5,167.65
471,20-01-2023 15.00,Morning,Furnace_2,Electric,Soda-lime,111.04,3102.55,1668.1,2.33,2.615,23.0,33.0,A,No,Electricity,11.65,95.91,4.84,15.2,982.84
472,20-01-2023 16.00,Night,Furnace_5,Electric,Lead,58.98,2889.57,1651.6,2.33,2.2,33.4,61.0,B,Yes,Natural Gas,2.99,153.98,2.31,13.6,218.74
473,20-01-2023 17.00,Night,Furnace_6,Gas,Borosilicate,179.1,3517.07,1682.0,2.83,2.87,34.1,1.0,A,No,Natural Gas,13.17,46.34,2.52,22.5,358.86
474,20-01-2023 18.00,Afternoon,Furnace_8,Gas,Borosilicate,193.73,2798.95,14344.0,3.7,3.75,39.1,63.0,A,No,Natural Gas,9.04,46.57,2.14,16.35,473.4
475,20-01-2023 19.00,Night,Furnace_3,Gas,Lead,41.76,3716.92,1415.5,3.4,1.69,38.9,71.0,C,Yes,Electricity,8.69,194.56,4.84,16.35,844.29
476,20-01-2023 20.00,Night,Furnace_7,Hybrid,Borosilicate,102.19,838.74,15568.0,1.38,2.97,27.5,40.0,C,Yes,Natural Gas,10.06,136.11,8.86,21.5,845.89
477,20-01-2023 21.00,Afternoon,Furnace_8,Gas,Soda-lime,77.83,3803.87,1405.9,0.7,0.47,24.3,14.0,B,Yes,Electricity,7.83,33.48,4.84,12.6,612.18
478,20-01-2023 22.00,Night,Furnace_4,Electric,Borosilicate,89.69,3771.76,1564.0,2.65,3.92,26.0,14.0,B,No,Electricity,9.67,103.72,1.56,9.5,465.24
479,20-01-2023 23.00,Afternoon,Furnace_1,Gas,Borosilicate,36.44,3029.44,1477.3,3.77,2.83,36.5,3.0,B,No,Electricity,5.49,116.245,2.48,15.7,689.87
480,21-01-2023 0.00,Afternoon,Furnace_9,Gas,Soda-lime,61.87,1436.22,1466.8,2.33,0.12,20.7,16.0,B,Yes,Electricity,7.18,192.16,9.04,10.3,344.91
481,21-01-2023 1.00,Afternoon,Furnace_7,Electric,Borosilicate,78.88,1843.13,1453.9,3.9,2.48,24.7,25.0,A,No,Electricity,7.05,66.27,4.84,9.6,155.67
482,21-01-2023 2.00,Night,Furnace_3,Hybrid,Borosilicate,163.57,4124.67,1560.6,3.95,3.98,35.3,9.0,A,Yes,Natural Gas,2.25,154.0,6.76,13.4,776.36
483,21-01-2023 3.00,Morning,Furnace_7,Electric,Borosilicate,79.44,4192.05,1486.5,3.98,0.88,27.5,41.0,B,Yes,Electricity,8.69,57.24,6.69,19.8,500.98
484,21-01-2023 4.00,Morning,Furnace_4,Gas,Soda-lime,84.42,2443.07,1407.7,2.06,3.53,38.5,48.0,B,No,Natural Gas,14.68,130.28,2.34,21.2,530.47
485,21-01-2023 5.00,Night,Furnace_3,Hybrid,Soda-lime,53.16,2913.91,1648.4,2.11,1.55,20.2,0.0,B,No,Natural Gas,5.95,88.62,9.19,223.0,775.05
486,21-01-2023 6.00,Night,Furnace_1,Hybrid,Lead,150.55,1133.25,1412.4,2.09,0.68,15.4,41.0,B,Yes,Natural Gas,14.24,116.245,2.08,17.5,325.5
487,21-01-2023 7.00,Night,Furnace_4,Gas,Lead,124.18,4453.54,1499.8,1.64,3.65,29.3,77.0,A,No,Natural Gas,4.98,79.5,6.12,14.6,873.28
488,21-01-2023 8.00,Afternoon,Furnace_4,Electric,Borosilicate,133.26,2716.1,1580.0,2.23,1.91,17.8,40.0,B,No,Natural Gas,6.03,116.245,9.2,8.3,795.64
489,21-01-2023 9.00,Night,Furnace_9,Electric,Borosilicate,173.29,4111.17,1407.9,1.1,4.47,16.6,80.0,C,No,Natural Gas,9.12,168.02,6.19,20.5,141.31
490,21-01-2023 10.00,Night,Furnace_5,Gas,Borosilicate,1569.1,3234.44,1414.5,3.58,1.41,28.1,78.0,B,No,Natural Gas,5.98,183.48,4.89,19.9,580.07
491,21-01-2023 11.00,Morning,Furnace_6,Hybrid,Borosilicate,132.32,1470.67,1444.6,1.11,3.9,30.6,34.0,C,Yes,Natural Gas,2.08,104.44,0.49,23.7,179.33
492,21-01-2023 12.00,Morning,Furnace_2,Electric,Borosilicate,46.7,1325.2,1671.2,1.94,3.35,17.8,16.0,A,Yes,Natural Gas,4.53,151.34,3.89,13.0,618.06
493,21-01-2023 13.00,Morning,Furnace_9,Gas,Soda-lime,185.87,3961.09,1516.0,1.61,0.71,36.1,49.0,B,Yes,Natural Gas,8.3,116.245,0.4,17.8,331.89
494,21-01-2023 14.00,Afternoon,Furnace_8,Gas,Lead,104.34,4117.62,1404.1,1.46,4.66,25.4,1.0,A,No,Natural Gas,6.45,141.32,7.44,18.0,905.64
495,21-01-2023 15.00,Morning,Furnace_1,Hybrid,Lead,126.52,4140.37,1552.6,3.01,4.08,18.7,75.0,A,No,Electricity,14.92,83.81,0.9,18.0,479.31
496,21-01-2023 16.00,Morning,Furnace_2,Gas,Borosilicate,126.55,3641.81,1446.7,3.21,2.3,16.7,39.0,B,Yes,Natural Gas,5.17,116.245,4.84,15.6,303.51
497,21-01-2023 17.00,Morning,Furnace_6,Hybrid,Borosilicate,56.56,3996.64,1581.2,3.54,0.76,33.3,67.0,B,No,Natural Gas,3.03,56.19,4.84,18.9,861.47
498,21-01-2023 18.00,Morning,Furnace_6,Hybrid,Soda-lime,94.86,4117.37,15394.0,3.68,1.35,25.8,60.0,A,No,Natural Gas,2.37,65.07,8.26,16.35,515.36
499,21-01-2023 19.00,Night,Furnace_2,Gas,Lead,113.10499999999999,30215.1,1695.4,1.18,2.75,19.3,31.0,C,No,Natural Gas,2.94,190.04,8.25,14.3,399.39
500,21-01-2023 20.00,Afternoon,Furnace_3,Gas,Lead,93.41,612.99,1615.5,1.42,2.12,31.5,690.0,B,No,Natural Gas,7.2,182.33,9.22,18.8,143.37
501,21-01-2023 21.00,Morning,Furnace_3,Gas,Soda-lime,158.79,549.41,1669.0,2.27,0.32,20.0,38.0,A,No,Natural Gas,8.0,111.15,9.48,16.2,890.17
502,21-01-2023 22.00,Afternoon,Furnace_7,Gas,Borosilicate,163.31,4104.12,1681.6,0.62,2.615,26.2,1.0,C,No,Electricity,11.55,88.84,2.8,20.6,646.41
503,21-01-2023 23.00,Afternoon,Furnace_2,Gas,Soda-lime,82.4,2444.18,1618.0,1.35,3.02,20.2,66.0,B,No,Electricity,9.07,178.53,0.95,8.9,453.59
504,22-01-2023 0.00,Afternoon,Furnace_8,Gas,Lead,191.29,2313.14,1695.1,0.87,0.19,23.3,20.0,A,Yes,Electricity,13.29,185.78,6.11,11.9,306.84
505,22-01-2023 1.00,Morning,Furnace_8,Hybrid,Soda-lime,76.73,2671.88,1552.6,1.54,2.615,32.8,1.0,C,Yes,Natural Gas,11.74,52.66,2.41,20.3,543.64
506,22-01-2023 2.00,Afternoon,Furnace_7,Gas,Borosilicate,68.41,804.54,1528.5,3.64,0.29,20.0,31.0,C,Yes,Electricity,7.07,116.245,0.04,20.0,630.22
507,22-01-2023 3.00,Morning,Furnace_9,Gas,Soda-lime,194.6,1700.06,1526.7,1.8,3.14,18.9,38.0,C,No,Natural Gas,3.0,60.78,9.73,129.0,564.095
508,22-01-2023 4.00,Afternoon,Furnace_1,Electric,Lead,117.86,3982.31,1618.3,2.41,1.72,19.8,42.0,A,Yes,Natural Gas,10.34,33.71,3.09,13.8,375.61
509,22-01-2023 5.00,Morning,Furnace_1,Gas,Soda-lime,119.17,610.28,1674.4,3.28,0.17,21.0,9.0,C,Yes,Natural Gas,14.24,116.28,8.66,178.0,5057.4
510,22-01-2023 6.00,Morning,Furnace_3,Electric,Borosilicate,61.61,2017.62,1665.1,0.91,0.4,24.5,50.0,B,No,Electricity,14.65,40.6,3.93,11.4,797.16
511,22-01-2023 7.00,Night,Furnace_10,Hybrid,Lead,83.23,4662.26,1617.8,3.44,3.56,26.0,360.0,C,Yes,Natural Gas,13.49,116.245,3.52,18.4,830.24
512,22-01-2023 8.00,Night,Furnace_8,Gas,Borosilicate,88.59,1666.75,1488.8,2.33,2.4,36.1,69.0,A,Yes,Natural Gas,6.43,82.73,0.83,16.35,284.86
513,22-01-2023 9.00,Afternoon,Furnace_2,Gas,Borosilicate,113.10499999999999,1368.18,1443.1,3.47,0.14,37.5,57.0,B,No,Natural Gas,7.67,145.5,7.69,15.3,323.89
514,22-01-2023 10.00,Morning,Furnace_7,Hybrid,Borosilicate,56.06,2750.49,1559.8,3.2,3.39,28.1,69.0,C,Yes,Electricity,12.85,116.64,5.15,16.3,862.22
515,22-01-2023 11.00,Night,Furnace_3,Gas,Borosilicate,75.3,35318.7,1438.7,3.36,3.67,23.7,61.0,A,No,Electricity,6.84,69.09,4.17,12.8,307.16
516,22-01-2023 12.00,Afternoon,Furnace_6,Gas,Soda-lime,81.21,3290.72,1627.1,1.03,1.8,35.2,73.0,C,No,Electricity,11.71,196.59,1.4,24.0,8886.5
517,22-01-2023 13.00,Night,Furnace_10,Hybrid,Borosilicate,36.32,3825.18,1506.2,1.14,3.14,27.5,47.0,C,Yes,Natural Gas,10.42,33.84,2.85,16.1,768.83
518,22-01-2023 14.00,Morning,Furnace_4,Gas,Lead,192.04,4102.57,1455.8,1.45,2.57,20.2,7.0,A,No,Natural Gas,12.39,80.38,5.51,21.3,428.33
519,22-01-2023 15.00,Afternoon,Furnace_2,Electric,Borosilicate,161.96,2913.91,1572.0,2.39,0.72,39.9,61.0,B,No,Electricity,12.07,140.07,5.99,11.7,386.0
520,22-01-2023 16.00,Night,Furnace_10,Electric,Lead,146.28,2635.78,1528.3,1.2,1.08,29.6,2.0,B,Yes,Natural Gas,11.96,76.68,3.65,16.8,571.46
521,22-01-2023 17.00,Afternoon,Furnace_3,Hybrid,Borosilicate,113.10499999999999,2620.47,1610.8,3.87,2.04,23.6,39.0,C,Yes,Electricity,6.11,46.26,3.63,19.7,946.46
522,22-01-2023 18.00,Morning,Furnace_1,Electric,Borosilicate,188.5,3773.5,14167.0,2.04,2.615,38.1,2.0,C,No,Electricity,14.64,117.62,2.65,19.7,730.07
523,22-01-2023 19.00,Morning,Furnace_6,Hybrid,Soda-lime,178.61,1437.54,1673.3,2.84,4.71,39.6,51.0,A,Yes,Electricity,7.41,52.65,3.62,21.9,785.77
524,22-01-2023 20.00,Night,Furnace_10,Electric,Borosilicate,111.58,936.47,14238.0,2.33,3.94,17.1,41.0,C,Yes,Electricity,5.84,33.55,2.32,17.1,597.85
525,22-01-2023 21.00,Afternoon,Furnace_7,Gas,Soda-lime,20.51,3692.1,1694.7,3.98,2.51,37.2,46.0,B,Yes,Natural Gas,10.15,38.01,6.06,12.4,932.35
526,22-01-2023 22.00,Morning,Furnace_3,Electric,Borosilicate,45.17,555.38,1428.0,0.86,0.04,37.4,52.0,C,No,Natural Gas,2.99,195.73,6.58,10.0,302.32
527,22-01-2023 23.00,Afternoon,Furnace_5,Hybrid,Borosilicate,113.10499999999999,2404.19,1408.6,2.33,4.31,27.7,28.0,B,No,Natural Gas,5.93,127.31,3.36,21.4,272.22
528,23-01-2023 0.00,Morning,Furnace_1,Hybrid,Lead,190.4,4755.35,1630.0,0.66,0.07,15.3,78.0,A,No,Natural Gas,5.11,121.12,5.63,13.9,180.17
529,23-01-2023 1.00,Morning,Furnace_1,Hybrid,Borosilicate,187.26,595.81,1622.7,3.85,2.615,18.9,40.0,C,No,Natural Gas,14.67,38.31,4.63,15.8,719.58
530,23-01-2023 2.00,Morning,Furnace_3,Gas,Soda-lime,72.63,2123.41,1517.2,3.9,2.26,347.0,69.0,A,No,Natural Gas,5.57,128.23,8.69,11.2,332.84
531,23-01-2023 3.00,Night,Furnace_6,Gas,Borosilicate,162.3,2528.79,1524.9,2.5,1.39,21.2,60.0,B,No,Electricity,2.99,147.64,5.39,11.1,216.02
532,23-01-2023 4.00,Morning,Furnace_2,Gas,Borosilicate,151.69,2913.91,1552.6,2.12,1.24,28.6,26.0,A,No,Natural Gas,10.72,45.98,4.84,19.0,944.04
533,23-01-2023 5.00,Morning,Furnace_6,Hybrid,Lead,137.03,4633.4,1669.3,2.84,0.73,27.5,20.0,B,Yes,Natural Gas,5.24,133.71,9.45,12.5,449.4
534,23-01-2023 6.00,Morning,Furnace_6,Electric,Soda-lime,80.12,3206.96,1473.3,2.2,3.6,27.5,67.0,A,Yes,Natural Gas,3.06,67.99,2.79,9.3,705.58
535,23-01-2023 7.00,Morning,Furnace_7,Hybrid,Borosilicate,60.78,963.16,1560.7,2.15,3.44,25.5,39.0,C,Yes,Electricity,4.71,67.99,0.21,14.0,654.4
536,23-01-2023 8.00,Night,Furnace_2,Gas,Lead,164.25,1949.17,1559.1,1.29,1.0,26.4,74.0,B,No,Electricity,10.69,75.51,9.1,11.8,403.31
537,23-01-2023 9.00,Morning,Furnace_5,Hybrid,Lead,24.01,790.54,1691.7,3.39,2.615,31.5,74.0,A,Yes,Natural Gas,4.77,89.8,1.03,13.5,791.15
538,23-01-2023 10.00,Afternoon,Furnace_2,Electric,Borosilicate,66.47,4432.54,1407.3,0.6,3.22,31.9,25.0,B,Yes,Electricity,10.67,133.95,9.62,19.1,226.98
539,23-01-2023 11.00,Morning,Furnace_9,Electric,Lead,141.82,3958.6,1652.3,3.61,2.615,36.7,31.0,C,Yes,Electricity,3.44,193.38,0.84,21.5,705.64
540,23-01-2023 12.00,Afternoon,Furnace_2,Gas,Borosilicate,161.46,3885.12,1465.5,2.2,2.35,15.9,10.0,B,Yes,Natural Gas,3.44,32.8,2.84,14.4,164.13
541,23-01-2023 13.00,Night,Furnace_1,Electric,Borosilicate,68.23,4774.39,1546.0,1.16,3.45,19.5,22.0,B,No,Natural Gas,14.52,126.85,1.54,14.6,440.93
542,23-01-2023 14.00,Night,Furnace_4,Electric,Lead,78.33,2328.42,1546.8,2.12,1.04,39.1,4.0,A,No,Natural Gas,13.79,170.44,0.99,20.6,407.78
543,23-01-2023 15.00,Afternoon,Furnace_7,Electric,Borosilicate,79.52,1561.72,1617.4,1.66,2.3,20.3,41.0,C,No,Natural Gas,8.86,90.93,4.59,19.1,564.095
544,23-01-2023 16.00,Night,Furnace_8,Gas,Lead,121.28,2712.42,1628.0,3.95,1.92,26.3,14.0,C,Yes,Electricity,4.65,76.16,4.0,9.2,620.15
545,23-01-2023 17.00,Afternoon,Furnace_3,Hybrid,Lead,68.53,1827.69,1681.4,0.82,0.97,26.7,14.0,A,Yes,Electricity,7.78,61.68,6.28,15.5,305.12
546,23-01-2023 18.00,Night,Furnace_6,Gas,Borosilicate,178.16,811.02,1648.7,1.72,3.26,33.7,17.0,A,No,Natural Gas,9.38,119.37,6.78,13.5,280.28
547,23-01-2023 19.00,Night,Furnace_1,Hybrid,Lead,140.62,4330.71,1460.9,2.73,1.17,17.8,39.0,C,No,Natural Gas,8.69,43.19,1.11,22.4,940.28
548,23-01-2023 20.00,Afternoon,Furnace_10,Gas,Soda-lime,170.24,1369.31,1596.1,3.9,2.615,22.5,72.0,C,Yes,Electricity,12.96,78.18,6.34,9.4,322.49
549,23-01-2023 21.00,Morning,Furnace_1,Electric,Lead,113.10499999999999,2978.98,1518.0,3.54,2.7,357.0,9.0,C,No,Electricity,4.47,116.245,1.46,10.0,621.53
550,23-01-2023 22.00,Night,Furnace_8,Hybrid,Lead,77.32,572.95,1567.1,2.93,3.17,27.5,38.0,A,No,Electricity,9.51,103.8,3.31,14.7,762.89
551,23-01-2023 23.00,Night,Furnace_5,Electric,Lead,119.49,1887.51,1442.9,0.82,3.09,17.7,39.0,B,No,Natural Gas,5.95,162.09,9.32,11.4,790.17
552,24-01-2023 0.00,Afternoon,Furnace_10,Gas,Borosilicate,136.09,4896.58,1496.5,1.52,1.34,15.3,62.0,B,No,Electricity,14.78,133.06,9.72,12.6,515.83
553,24-01-2023 1.00,Night,Furnace_3,Electric,Soda-lime,147.78,1340.6,1458.8,0.69,4.66,20.0,68.0,B,Yes,Natural Gas,9.21,104.13,4.84,16.35,564.095
554,24-01-2023 2.00,Night,Furnace_2,Hybrid,Soda-lime,34.63,4460.76,1609.7,2.79,3.59,16.3,36.0,C,Yes,Natural Gas,13.98,182.34,8.38,14.8,942.39
555,24-01-2023 3.00,Morning,Furnace_8,Hybrid,Soda-lime,55.64,3984.81,1651.6,2.33,3.1,27.9,39.0,B,No,Electricity,6.5,124.44,6.06,13.8,306.01
556,24-01-2023 4.00,Afternoon,Furnace_6,Hybrid,Borosilicate,64.45,613.16,1536.0,0.72,4.88,16.5,66.0,A,No,Electricity,6.99,824.6,6.46,16.8,162.16
557,24-01-2023 5.00,Night,Furnace_3,Hybrid,Lead,123.23,1280.4,1470.8,3.06,1.3,27.5,34.0,C,Yes,Electricity,13.99,50.22,6.35,22.7,630.17
558,24-01-2023 6.00,Night,Furnace_7,Electric,Lead,138.63,4009.41,1427.4,2.25,3.38,27.5,20.0,C,Yes,Natural Gas,14.33,130.33,7.28,8.1,597.76
559,24-01-2023 7.00,Morning,Furnace_6,Electric,Borosilicate,163.74,1571.82,1586.9,1.59,3.31,35.6,2.0,A,Yes,Natural Gas,6.14,57.67,0.1,11.1,851.51
560,24-01-2023 8.00,Night,Furnace_9,Gas,Borosilicate,71.14,2541.44,1448.6,2.75,4.44,18.8,5.0,C,Yes,Electricity,6.74,174.83,7.44,15.7,360.94
561,24-01-2023 9.00,Night,Furnace_7,Gas,Borosilicate,1670.5,1643.65,1490.6,3.39,2.615,26.3,39.0,A,Yes,Natural Gas,10.93,69.49,4.84,8.6,953.15
562,24-01-2023 10.00,Morning,Furnace_5,Electric,Lead,127.42,2913.91,1647.8,3.53,0.18,16.3,65.0,C,No,Natural Gas,2.49,167.34,0.62,19.2,151.22
563,24-01-2023 11.00,Morning,Furnace_3,Gas,Lead,196.17,525.93,1486.5,0.92,4.17,27.2,18.0,A,Yes,Electricity,9.6,149.27,6.63,16.6,325.81
564,24-01-2023 12.00,Morning,Furnace_2,Electric,Borosilicate,25.25,1593.66,1552.6,3.92,4.69,30.4,58.0,A,No,Electricity,7.23,91.95,6.65,18.2,279.62
565,24-01-2023 13.00,Morning,Furnace_4,Hybrid,Soda-lime,43.25,538.35,1473.5,1.69,0.51,39.2,27.0,A,Yes,Electricity,12.05,117.78,2.06,10.5,736.55
566,24-01-2023 14.00,Afternoon,Furnace_7,Hybrid,Borosilicate,72.59,3666.81,1456.6,2.08,1.57,23.3,64.0,A,No,Electricity,12.89,122.92,4.59,14.5,612.99
567,24-01-2023 15.00,Night,Furnace_5,Hybrid,Borosilicate,153.94,1103.62,1552.6,0.52,2.615,21.8,60.0,C,No,Natural Gas,8.69,148.94,6.47,22.7,483.25
568,24-01-2023 16.00,Morning,Furnace_5,Gas,Lead,112.27,2744.07,1462.4,1.46,0.39,35.1,39.0,A,Yes,Natural Gas,6.05,63.21,1.32,20.4,416.43
569,24-01-2023 17.00,Night,Furnace_2,Gas,Lead,178.35,1366.58,1662.7,0.99,3.4,19.5,43.0,C,No,Natural Gas,10.75,73.11,3.88,8.1,855.24
